gene_id	SYMBOL	GENENAME	GENETYPE	SRR10315781_TPM	SRR10315782_TPM
ENSG00000013275	PSMC4	proteasome 26S subunit, ATPase 4	protein-coding	111.39	110.81
ENSG00000013288	MAN2B2	mannosidase alpha class 2B member 2	protein-coding	8.17	8.51
ENSG00000013293	SLC7A14	solute carrier family 7 member 14	protein-coding	0.01	0.01
ENSG00000013297	CLDN11	claudin 11	protein-coding	217.63	222.63
ENSG00000013306	SLC25A39	solute carrier family 25 member 39	protein-coding	81.23	78.31
ENSG00000013364	MVP	major vault protein	protein-coding	176.2	176.12
ENSG00000013374	NUB1	negative regulator of ubiquitin like proteins 1	protein-coding	79.31	81.53
ENSG00000013375	PGM3	phosphoglucomutase 3	protein-coding	29.21	29.53
ENSG00000013392	RWDD2A	RWD domain containing 2A	protein-coding	4.74	5.05
ENSG00000013441	CLK1	CDC like kinase 1	protein-coding	64.4	65.49
ENSG00000013503	POLR3B	RNA polymerase III subunit B	protein-coding	4.7	4.05
ENSG00000013523	ANGEL1	angel homolog 1	protein-coding	6.74	5.74
ENSG00000013561	RNF14	ring finger protein 14	protein-coding	41.82	39.62
ENSG00000013563	DNASE1L1	deoxyribonuclease 1 like 1	protein-coding	23.95	20.51
ENSG00000013573	DDX11	DEAD/H-box helicase 11	protein-coding	49.1	48.17
ENSG00000013583	HEBP1	heme binding protein 1	protein-coding	64.77	65.86
ENSG00000013588	GPRC5A	G protein-coupled receptor class C group 5 member A	protein-coding	28.5	28.27
ENSG00000013619	MAMLD1	mastermind like domain containing 1	protein-coding	1.45	1.51
ENSG00000013725	CD6	CD6 molecule	protein-coding	0	0
ENSG00000013810	TACC3	transforming acidic coiled-coil containing protein 3	protein-coding	65.84	71.4
ENSG00000014123	UFL1	UFM1 specific ligase 1	protein-coding	13.19	12.77
ENSG00000014138	POLA2	DNA polymerase alpha 2, accessory subunit	protein-coding	29.73	26.73
ENSG00000014164	ZC3H3	zinc finger CCCH-type containing 3	protein-coding	17.61	17.53
ENSG00000014216	CAPN1	calpain 1	protein-coding	128.95	126.12
ENSG00000014257	ACP3	acid phosphatase 3	protein-coding	0	0
ENSG00000014641	MDH1	malate dehydrogenase 1	protein-coding	226.51	223.77
ENSG00000014824	SLC30A9	solute carrier family 30 member 9	protein-coding	15.79	17.17
ENSG00000014914	MTMR11	myotubularin related protein 11	protein-coding	32.85	33.55
ENSG00000014919	COX15	cytochrome c oxidase assembly homolog COX15	protein-coding	21.73	21.68
ENSG00000015133	CCDC88C	coiled-coil domain containing 88C	protein-coding	6.49	7.39
ENSG00000015153	YAF2	YY1 associated factor 2	protein-coding	15.81	14.33
ENSG00000015171	ZMYND11	zinc finger MYND-type containing 11	protein-coding	29.65	30.47
ENSG00000015285	WAS	WASP actin nucleation promoting factor	protein-coding	0.27	0.09
ENSG00000015413	DPEP1	dipeptidase 1	protein-coding	0.62	0.29
ENSG00000015475	BID	BH3 interacting domain death agonist	protein-coding	43.33	44.3
ENSG00000015479	MATR3	matrin 3	protein-coding	128.44	152.34
ENSG00000015520	NPC1L1	NPC1 like intracellular cholesterol transporter 1	protein-coding	0.01	0.04
ENSG00000015532	XYLT2	xylosyltransferase 2	protein-coding	19.73	19.47
ENSG00000015568	RGPD5	RANBP2 like and GRIP domain containing 5	protein-coding	3.33	2.42
ENSG00000015592	STMN4	stathmin 4	protein-coding	0.06	0
ENSG00000015676	NUDCD3	NudC domain containing 3	protein-coding	42.58	40.39
ENSG00000016082	ISL1	ISL LIM homeobox 1	protein-coding	0	0
ENSG00000016391	CHDH	choline dehydrogenase	protein-coding	0	0
ENSG00000016402	IL20RA	interleukin 20 receptor subunit alpha	protein-coding	0	0
ENSG00000016490	CLCA1	chloride channel accessory 1	protein-coding	0	0
ENSG00000016602	CLCA4	chloride channel accessory 4	protein-coding	0.04	0
ENSG00000016864	GLT8D1	glycosyltransferase 8 domain containing 1	protein-coding	57.22	61.18
ENSG00000017260	ATP2C1	ATPase secretory pathway Ca2+ transporting 1	protein-coding	54.81	47.16
ENSG00000017427	IGF1	insulin like growth factor 1	protein-coding	0	0
ENSG00000017483	SLC38A5	solute carrier family 38 member 5	protein-coding	21.67	25.29
ENSG00000017797	RALBP1	ralA binding protein 1	protein-coding	40.42	39.33
ENSG00000018189	RUFY3	RUN and FYVE domain containing 3	protein-coding	6.76	5.44
ENSG00000018236	CNTN1	contactin 1	protein-coding	0	0.02
ENSG00000018280	SLC11A1	solute carrier family 11 member 1	protein-coding	0.09	0.09
ENSG00000018408	WWTR1	WW domain containing transcription regulator 1	protein-coding	23.93	25.08
ENSG00000018510	AGPS	alkylglycerone phosphate synthase	protein-coding	21.16	22.01
ENSG00000018607	NA	NA	NA	0	0
ENSG00000018610	STEEP1	STING1 ER exit protein 1	protein-coding	15.78	13.25
ENSG00000018625	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2	protein-coding	0	0
ENSG00000018699	TTC27	tetratricopeptide repeat domain 27	protein-coding	15.97	14.09
ENSG00000018869	ZNF582	zinc finger protein 582	protein-coding	0.69	1.05
ENSG00000019102	VSIG2	V-set and immunoglobulin domain containing 2	protein-coding	0.26	0.07
ENSG00000019144	PHLDB1	pleckstrin homology like domain family B member 1	protein-coding	69.84	67.54
ENSG00000019169	MARCO	macrophage receptor with collagenous structure	protein-coding	0	0
ENSG00000019186	CYP24A1	cytochrome P450 family 24 subfamily A member 1	protein-coding	1.2	1.63
ENSG00000019485	PRDM11	PR/SET domain 11	protein-coding	4.27	4.98
ENSG00000019505	SYT13	synaptotagmin 13	protein-coding	0	0
ENSG00000019549	SNAI2	snail family transcriptional repressor 2	protein-coding	0.09	0.22
ENSG00000019582	CD74	CD74 molecule	protein-coding	1.03	0.98
ENSG00000019991	HGF	hepatocyte growth factor	protein-coding	0	0
ENSG00000019995	ZRANB1	zinc finger RANBP2-type containing 1	protein-coding	9.9	9.2
ENSG00000020129	NCDN	neurochondrin	protein-coding	16.24	17.44
ENSG00000020181	ADGRA2	adhesion G protein-coupled receptor A2	protein-coding	0.3	0.29
ENSG00000020219	CCT8L1P	chaperonin containing TCP1 subunit 8 like 1, pseudogene	pseudo	0	0.09
ENSG00000020256	ZFP64	ZFP64 zinc finger protein	protein-coding	20.42	22
ENSG00000020426	MNAT1	MNAT1 component of CDK activating kinase	protein-coding	61.39	56.98
ENSG00000020577	SAMD4A	sterile alpha motif domain containing 4A	protein-coding	16.58	17.82
ENSG00000020633	RUNX3	RUNX family transcription factor 3	protein-coding	12.04	10.14
ENSG00000020922	MRE11	MRE11 homolog, double strand break repair nuclease	protein-coding	16.51	19.28
ENSG00000021300	PLEKHB1	pleckstrin homology domain containing B1	protein-coding	1.25	2.24
ENSG00000021355	SERPINB1	serpin family B member 1	protein-coding	40.56	32.84
ENSG00000021461	CYP3A43	cytochrome P450 family 3 subfamily A member 43	protein-coding	0	0
ENSG00000021488	SLC7A9	solute carrier family 7 member 9	protein-coding	0.05	0.09
ENSG00000021574	SPAST	spastin	protein-coding	7.83	6.82
ENSG00000021645	NRXN3	neurexin 3	protein-coding	0	0
ENSG00000021762	OSBPL5	oxysterol binding protein like 5	protein-coding	8.86	8.96
ENSG00000021776	AQR	aquarius intron-binding spliceosomal factor	protein-coding	18	20.29
ENSG00000021826	CPS1	carbamoyl-phosphate synthase 1	protein-coding	0.47	0.59
ENSG00000021852	C8B	complement C8 beta chain	protein-coding	0	0
ENSG00000022267	FHL1	four and a half LIM domains 1	protein-coding	92.09	96.33
ENSG00000022277	RTF2	replication termination factor 2	protein-coding	96.44	102.37
ENSG00000022355	GABRA1	gamma-aminobutyric acid type A receptor subunit alpha1	protein-coding	0	0
ENSG00000022556	NLRP2	NLR family pyrin domain containing 2	protein-coding	0	0
ENSG00000022567	SLC45A4	solute carrier family 45 member 4	protein-coding	0.6	0.36
ENSG00000022840	RNF10	ring finger protein 10	protein-coding	88.5	93.49
ENSG00000022976	ZNF839	zinc finger protein 839	protein-coding	8.71	6.84
ENSG00000023041	ZDHHC6	zinc finger DHHC-type palmitoyltransferase 6	protein-coding	28.88	36.97
ENSG00000023171	GRAMD1B	GRAM domain containing 1B	protein-coding	10.57	12.84
ENSG00000023191	RNH1	ribonuclease/angiogenin inhibitor 1	protein-coding	206.8	205.24
ENSG00000023228	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	protein-coding	50.1	53.36
ENSG00000023287	RB1CC1	RB1 inducible coiled-coil 1	protein-coding	11.36	12.59
ENSG00000023318	ERP44	endoplasmic reticulum protein 44	protein-coding	24.35	24.62
ENSG00000023330	ALAS1	5'-aminolevulinate synthase 1	protein-coding	89.19	89.7
ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3	protein-coding	10.5	9.39
ENSG00000023516	AKAP11	A-kinase anchoring protein 11	protein-coding	8	7.5
ENSG00000023572	GLRX2	glutaredoxin 2	protein-coding	36.11	42.56
ENSG00000023608	SNAPC1	small nuclear RNA activating complex polypeptide 1	protein-coding	37.9	41.69
ENSG00000023697	DERA	deoxyribose-phosphate aldolase	protein-coding	48.38	50.03
ENSG00000023734	STRAP	serine/threonine kinase receptor associated protein	protein-coding	82.91	84.57
ENSG00000023839	ABCC2	ATP binding cassette subfamily C member 2	protein-coding	0.17	0.27
ENSG00000023892	DEF6	DEF6 guanine nucleotide exchange factor	protein-coding	7.52	7.58
ENSG00000023902	PLEKHO1	pleckstrin homology domain containing O1	protein-coding	17.05	16.67
ENSG00000023909	GCLM	glutamate-cysteine ligase modifier subunit	protein-coding	20.62	20.91
ENSG00000024048	UBR2	ubiquitin protein ligase E3 component n-recognin 2	protein-coding	8.6	8.57
ENSG00000024422	EHD2	EH domain containing 2	protein-coding	114.45	112.6
ENSG00000024526	DEPDC1	DEP domain containing 1	protein-coding	42.55	38.71
ENSG00000024862	CCDC28A	coiled-coil domain containing 28A	protein-coding	31.53	31.02
ENSG00000025039	RRAGD	Ras related GTP binding D	protein-coding	0.4	0.67
ENSG00000025156	HSF2	heat shock transcription factor 2	protein-coding	19.35	20.37
ENSG00000025293	PHF20	PHD finger protein 20	protein-coding	23.49	27.88
ENSG00000025423	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6	protein-coding	0.87	0.82
ENSG00000025434	NR1H3	nuclear receptor subfamily 1 group H member 3	protein-coding	27.99	32.92
ENSG00000025708	TYMP	thymidine phosphorylase	protein-coding	40.7	38.02
ENSG00000025770	NCAPH2	non-SMC condensin II complex subunit H2	protein-coding	66.58	66.83
ENSG00000025772	TOMM34	translocase of outer mitochondrial membrane 34	protein-coding	57.9	60.38
ENSG00000025796	SEC63	SEC63 homolog, protein translocation regulator	protein-coding	33.17	35.79
ENSG00000025800	KPNA6	karyopherin subunit alpha 6	protein-coding	19.56	20.43
ENSG00000026025	VIM	vimentin	protein-coding	1315.79	1307.22
ENSG00000026036	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate)	ncRNA	6.04	5.22
ENSG00000026103	FAS	Fas cell surface death receptor	protein-coding	11.38	11.63
ENSG00000026297	RNASET2	ribonuclease T2	protein-coding	28.08	29.42
ENSG00000026508	CD44	CD44 molecule (Indian blood group)	protein-coding	66.43	67.9
ENSG00000026559	KCNG1	potassium voltage-gated channel modifier subfamily G member 1	protein-coding	0	0
ENSG00000026652	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	protein-coding	1.26	1.64
ENSG00000026751	SLAMF7	SLAM family member 7	protein-coding	0	0
ENSG00000026950	BTN3A1	butyrophilin subfamily 3 member A1	protein-coding	17.82	18.62
ENSG00000027001	MIPEP	mitochondrial intermediate peptidase	protein-coding	9.79	10.72
ENSG00000027075	PRKCH	protein kinase C eta	protein-coding	29.28	29.65
ENSG00000027644	INSRR	insulin receptor related receptor	protein-coding	0	0
ENSG00000027697	IFNGR1	interferon gamma receptor 1	protein-coding	50.95	54
ENSG00000027847	B4GALT7	beta-1,4-galactosyltransferase 7	protein-coding	20.33	20.02
ENSG00000027869	SH2D2A	SH2 domain containing 2A	protein-coding	4.25	4.87
ENSG00000028116	VRK2	VRK serine/threonine kinase 2	protein-coding	25.58	22.66
ENSG00000028137	TNFRSF1B	TNF receptor superfamily member 1B	protein-coding	6.72	6.92
ENSG00000028203	VEZT	vezatin, adherens junctions transmembrane protein	protein-coding	42.45	41.75
ENSG00000028277	POU2F2	POU class 2 homeobox 2	protein-coding	6.57	5.32
ENSG00000028310	BRD9	bromodomain containing 9	protein-coding	22.46	22.56
ENSG00000028528	SNX1	sorting nexin 1	protein-coding	106.15	119.87
ENSG00000028839	TBPL1	TATA-box binding protein like 1	protein-coding	38.32	32.87
ENSG00000029153	BMAL2	basic helix-loop-helix ARNT like 2	protein-coding	17.14	15.68
ENSG00000029363	BCLAF1	BCL2 associated transcription factor 1	protein-coding	66.58	58.93
ENSG00000029364	SLC39A9	solute carrier family 39 member 9	protein-coding	21.48	20.86
ENSG00000029534	ANK1	ankyrin 1	protein-coding	1.53	2.04
ENSG00000029559	IBSP	integrin binding sialoprotein	protein-coding	0	0
ENSG00000029639	TFB1M	transcription factor B1, mitochondrial	protein-coding	10.9	11
ENSG00000029725	RABEP1	rabaptin, RAB GTPase binding effector protein 1	protein-coding	20.28	19.2
ENSG00000029993	HMGB3	high mobility group box 3	protein-coding	91.66	92.12
ENSG00000030066	NUP160	nucleoporin 160	protein-coding	21.99	22.18
ENSG00000030110	BAK1	BCL2 antagonist/killer 1	protein-coding	31.61	32.31
ENSG00000030304	MUSK	muscle associated receptor tyrosine kinase	protein-coding	0.04	0.05
ENSG00000030419	IKZF2	IKAROS family zinc finger 2	protein-coding	1.08	1.06
ENSG00000030582	GRN	granulin precursor	protein-coding	425.33	410.12
ENSG00000031003	FAM13B	family with sequence similarity 13 member B	protein-coding	9.01	9.06
ENSG00000031081	ARHGAP31	Rho GTPase activating protein 31	protein-coding	2.25	2.18
ENSG00000031691	CENPQ	centromere protein Q	protein-coding	17.32	18.71
ENSG00000031698	SARS1	seryl-tRNA synthetase 1	protein-coding	99.31	95.98
ENSG00000031823	RANBP3	RAN binding protein 3	protein-coding	75.29	80.76
ENSG00000032219	ARID4A	AT-rich interaction domain 4A	protein-coding	6.61	5.98
ENSG00000032389	EIPR1	EARP complex and GARP complex interacting protein 1	protein-coding	29.97	30.78
ENSG00000032444	PNPLA6	patatin like phospholipase domain containing 6	protein-coding	63.02	56.18
ENSG00000032742	IFT88	intraflagellar transport 88	protein-coding	4.93	4.58
ENSG00000033011	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	protein-coding	39.74	39.79
ENSG00000033030	ZCCHC8	zinc finger CCHC-type containing 8	protein-coding	25.41	25.38
ENSG00000033050	ABCF2	ATP binding cassette subfamily F member 2	protein-coding	20.64	21.19
ENSG00000033100	CHPF2	chondroitin polymerizing factor 2	protein-coding	25.54	25.31
ENSG00000033122	LRRC7	leucine rich repeat containing 7	protein-coding	0.2	0.36
ENSG00000033170	FUT8	fucosyltransferase 8	protein-coding	16.43	16.11
ENSG00000033178	UBA6	ubiquitin like modifier activating enzyme 6	protein-coding	5.84	10.02
ENSG00000033327	GAB2	GRB2 associated binding protein 2	protein-coding	4.35	4.22
ENSG00000033627	ATP6V0A1	ATPase H+ transporting V0 subunit a1	protein-coding	28.55	26.71
ENSG00000033800	PIAS1	protein inhibitor of activated STAT 1	protein-coding	14.67	13.11
ENSG00000033867	SLC4A7	solute carrier family 4 member 7	protein-coding	4.61	4.42
ENSG00000034053	APBA2	amyloid beta precursor protein binding family A member 2	protein-coding	13.93	14.48
ENSG00000034152	MAP2K3	mitogen-activated protein kinase kinase 3	protein-coding	42.62	46.87
ENSG00000034239	CLXN	calaxin	protein-coding	0	0
ENSG00000034510	TMSB10	thymosin beta 10	protein-coding	7935.27	7894.17
ENSG00000034533	ASTE1	asteroid homolog 1	protein-coding	4.23	3.44
ENSG00000034677	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase	protein-coding	15.32	15.78
ENSG00000034693	PEX3	peroxisomal biogenesis factor 3	protein-coding	21.29	19.16
ENSG00000034713	GABARAPL2	GABA type A receptor associated protein like 2	protein-coding	153.99	148.34
ENSG00000034971	MYOC	myocilin	protein-coding	0	0
ENSG00000035115	SH3YL1	SH3 and SYLF domain containing 1	protein-coding	8.6	8.27
ENSG00000035141	FAM136A	family with sequence similarity 136 member A	protein-coding	61.88	61.63
ENSG00000035403	VCL	vinculin	protein-coding	85.92	80.75
ENSG00000035499	DEPDC1B	DEP domain containing 1B	protein-coding	23.45	24.38
ENSG00000035664	DAPK2	death associated protein kinase 2	protein-coding	1.99	2.92
ENSG00000035681	NSMAF	neutral sphingomyelinase activation associated factor	protein-coding	28.62	25.13
ENSG00000035687	ADSS2	adenylosuccinate synthase 2	protein-coding	49.75	49.93
ENSG00000035720	STAP1	signal transducing adaptor family member 1	protein-coding	0	0
ENSG00000035862	TIMP2	TIMP metallopeptidase inhibitor 2	protein-coding	223.25	220.3
ENSG00000035928	RFC1	replication factor C subunit 1	protein-coding	21.58	23.36
ENSG00000036054	TBC1D23	TBC1 domain family member 23	protein-coding	19.33	21.22
ENSG00000036257	CUL3	cullin 3	protein-coding	38.7	34.18
ENSG00000036448	MYOM2	myomesin 2	protein-coding	1.17	1.82
ENSG00000036473	OTC	ornithine transcarbamylase	protein-coding	0	0
ENSG00000036530	CYP46A1	cytochrome P450 family 46 subfamily A member 1	protein-coding	0.03	0.03
ENSG00000036549	ZZZ3	zinc finger ZZ-type containing 3	protein-coding	13.28	13.52
ENSG00000036565	SLC18A1	solute carrier family 18 member A1	protein-coding	0	0
ENSG00000036672	USP2	ubiquitin specific peptidase 2	protein-coding	1.89	1.39
ENSG00000036828	CASR	calcium sensing receptor	protein-coding	0	0.03
ENSG00000037042	TUBG2	tubulin gamma 2	protein-coding	19.43	18.36
ENSG00000037241	RPL26L1	ribosomal protein L26 like 1	protein-coding	114.54	131.85
ENSG00000037280	FLT4	fms related receptor tyrosine kinase 4	protein-coding	0	0
ENSG00000037474	NSUN2	NOP2/Sun RNA methyltransferase 2	protein-coding	35.68	38.53
ENSG00000037637	FBXO42	F-box protein 42	protein-coding	12.82	12.63
ENSG00000037749	MFAP3	microfibril associated protein 3	protein-coding	13.68	14.97
ENSG00000037757	MRI1	methylthioribose-1-phosphate isomerase 1	protein-coding	28.59	24.24
ENSG00000037897	METTL1	methyltransferase 1, tRNA methylguanosine	protein-coding	11.34	14.17
ENSG00000037965	HOXC8	homeobox C8	protein-coding	0.03	0
ENSG00000038002	AGA	aspartylglucosaminidase	protein-coding	7.77	5.59
ENSG00000038210	PI4K2B	phosphatidylinositol 4-kinase type 2 beta	protein-coding	11.86	12.46
ENSG00000038219	BOD1L1	biorientation of chromosomes in cell division 1 like 1	protein-coding	5.66	3.51
ENSG00000038274	MAT2B	methionine adenosyltransferase 2B	protein-coding	105.87	103.75
ENSG00000038295	TLL1	tolloid like 1	protein-coding	0.04	0.01
ENSG00000038358	EDC4	enhancer of mRNA decapping 4	protein-coding	40.04	40.3
ENSG00000038382	TRIO	trio Rho guanine nucleotide exchange factor	protein-coding	31.69	36.55
ENSG00000038427	VCAN	versican	protein-coding	0.25	0.1
ENSG00000038532	CLEC16A	C-type lectin domain containing 16A	protein-coding	9.15	9.56
ENSG00000038945	MSR1	macrophage scavenger receptor 1	protein-coding	0	0
ENSG00000039068	CDH1	cadherin 1	protein-coding	0	0.01
ENSG00000039123	MTREX	Mtr4 exosome RNA helicase	protein-coding	33.52	33.47
ENSG00000039139	DNAH5	dynein axonemal heavy chain 5	protein-coding	2.13	1.86
ENSG00000039319	ZFYVE16	zinc finger FYVE-type containing 16	protein-coding	17.5	20.56
ENSG00000039523	RIPOR1	RHO family interacting cell polarization regulator 1	protein-coding	56.46	57.94
ENSG00000039537	C6	complement C6	protein-coding	0	0
ENSG00000039560	RAI14	retinoic acid induced 14	protein-coding	35.74	31.68
ENSG00000039600	SOX30	SRY-box transcription factor 30	protein-coding	0.08	0.13
ENSG00000039650	PNKP	polynucleotide kinase 3'-phosphatase	protein-coding	31.58	37.44
ENSG00000039987	BEST2	bestrophin 2	protein-coding	0	0.11
ENSG00000040199	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	protein-coding	3.29	3.49
